Region,Crop_Type,modal_price
Uttar Pradesh,Onion,1580
Uttar Pradesh,Potato,860
Uttar Pradesh,Pumpkin,740
Uttar Pradesh,Raddish,1050
Uttar Pradesh,Rice,2560
Uttar Pradesh,Tomato,2800
Uttar Pradesh,Wheat,1870
Uttar Pradesh,Apple,8250
Uttar Pradesh,Arhar Dal(Tur Dal),8275
Uttar Pradesh,Banana,2600
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5225
Uttar Pradesh,Bengal Gram(Gram)(Whole),4725
Uttar Pradesh,Bhindi(Ladies Finger),1740
Uttar Pradesh,Black Gram Dal (Urd Dal),8400
Uttar Pradesh,Bottle gourd,1440
Uttar Pradesh,Garlic,5200
Uttar Pradesh,Ginger(Green),8200
Uttar Pradesh,Green Chilli,3150
Uttar Pradesh,Green Gram Dal (Moong Dal),6975
Uttar Pradesh,Gur(Jaggery),3285
Uttar Pradesh,Maize,1925
Uttar Pradesh,Mustard,3470
Uttar Pradesh,Mustard Oil,9165
Uttar Pradesh,Onion,1320
Uttar Pradesh,Potato,825
Uttar Pradesh,Rice,2650
Uttar Pradesh,Sponge gourd,1040
Uttar Pradesh,Tomato,2900
Uttar Pradesh,Wheat,1875
Uttar Pradesh,Apple,8000
Uttar Pradesh,Arhar (Tur/Red Gram)(Whole),5800
Uttar Pradesh,Arhar Dal(Tur Dal),8350
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1780
Uttar Pradesh,Banana,2600
Uttar Pradesh,Barley (Jau),1880
Uttar Pradesh,Bengal Gram(Gram)(Whole),4780
Uttar Pradesh,Black Gram (Urd Beans)(Whole),6500
Uttar Pradesh,Black Gram Dal (Urd Dal),8350
Uttar Pradesh,Bottle gourd,1450
Uttar Pradesh,Brinjal,1650
Uttar Pradesh,Cabbage,1250
Uttar Pradesh,Garlic,5350
Uttar Pradesh,Green Chilli,2900
Uttar Pradesh,Green Gram (Moong)(Whole),5450
Uttar Pradesh,Green Gram Dal (Moong Dal),6950
Uttar Pradesh,Gur(Jaggery),3350
Uttar Pradesh,Lemon,5300
Uttar Pradesh,Maize,1950
Uttar Pradesh,Mango,3550
Uttar Pradesh,Mousambi(Sweet Lime),3370
Uttar Pradesh,Mustard,3525
Uttar Pradesh,Mustard Oil,9000
Uttar Pradesh,Onion,1300
Uttar Pradesh,Peas(Dry),4760
Uttar Pradesh,Potato,840
Uttar Pradesh,Raddish,1550
Uttar Pradesh,Rice,2640
Uttar Pradesh,Tomato,2700
Uttar Pradesh,Wheat,1880
Uttar Pradesh,Bhindi(Ladies Finger),1000
Uttar Pradesh,Bottle gourd,600
Uttar Pradesh,Brinjal,650
Uttar Pradesh,Cauliflower,675
Uttar Pradesh,Cucumbar(Kheera),650
Uttar Pradesh,Green Chilli,1250
Uttar Pradesh,Maize,1800
Uttar Pradesh,Onion,950
Uttar Pradesh,Pointed gourd (Parval),1050
Uttar Pradesh,Potato,600
Uttar Pradesh,Pumpkin,550
Uttar Pradesh,Raddish,575
Uttar Pradesh,Ridgeguard(Tori),775
Uttar Pradesh,Tomato,975
Uttar Pradesh,Apple,9400
Uttar Pradesh,Arhar Dal(Tur Dal),8100
Uttar Pradesh,Barley (Jau),1875
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5500
Uttar Pradesh,Bengal Gram(Gram)(Whole),5025
Uttar Pradesh,Bhindi(Ladies Finger),2100
Uttar Pradesh,Bitter gourd,2800
Uttar Pradesh,Black Gram Dal (Urd Dal),7200
Uttar Pradesh,Bottle gourd,1550
Uttar Pradesh,Brinjal,2100
Uttar Pradesh,Capsicum,4000
Uttar Pradesh,Carrot,2600
Uttar Pradesh,Colacasia,2550
Uttar Pradesh,Cowpea(Veg),3500
Uttar Pradesh,Ginger(Green),9000
Uttar Pradesh,Green Chilli,4200
Uttar Pradesh,Gur(Jaggery),3625
Uttar Pradesh,Jack Fruit,1000
Uttar Pradesh,Lemon,5600
Uttar Pradesh,Lentil (Masur)(Whole),5225
Uttar Pradesh,Maize,1885
Uttar Pradesh,Mango,3400
Uttar Pradesh,Mango,3750
Uttar Pradesh,Mango,2450
Uttar Pradesh,Mousambi(Sweet Lime),3200
Uttar Pradesh,Mustard,3925
Uttar Pradesh,Onion,1500
Uttar Pradesh,Paddy(Dhan)(Common),1660
Uttar Pradesh,Pointed gourd (Parval),3900
Uttar Pradesh,Pomegranate,5400
Uttar Pradesh,Potato,820
Uttar Pradesh,Potato,950
Uttar Pradesh,Pumpkin,1450
Uttar Pradesh,Raddish,1800
Uttar Pradesh,Rice,2420
Uttar Pradesh,Ridgeguard(Tori),1800
Uttar Pradesh,Tomato,3600
Uttar Pradesh,Wheat,1830
Uttar Pradesh,White Peas,5175
Uttar Pradesh,Banana,2200
Uttar Pradesh,Banana - Green,1300
Uttar Pradesh,Bhindi(Ladies Finger),1500
Uttar Pradesh,Bitter gourd,1400
Uttar Pradesh,Bottle gourd,650
Uttar Pradesh,Brinjal,1200
Uttar Pradesh,Colacasia,1300
Uttar Pradesh,Garlic,4400
Uttar Pradesh,Ginger(Green),8300
Uttar Pradesh,Green Chilli,3100
Uttar Pradesh,Groundnut,4500
Uttar Pradesh,Gur(Jaggery),3000
Uttar Pradesh,Jack Fruit,900
Uttar Pradesh,Lemon,4000
Uttar Pradesh,Maize,1900
Uttar Pradesh,Mango,3800
Uttar Pradesh,Mousambi(Sweet Lime),3100
Uttar Pradesh,Mustard Oil,8900
Uttar Pradesh,Onion,1350
Uttar Pradesh,Pointed gourd (Parval),2150
Uttar Pradesh,Pomegranate,5700
Uttar Pradesh,Potato,685
Uttar Pradesh,Pumpkin,780
Uttar Pradesh,Raddish,1100
Uttar Pradesh,Rice,2650
Uttar Pradesh,Spinach,1300
Uttar Pradesh,Sponge gourd,700
Uttar Pradesh,Tobacco,4150
Uttar Pradesh,Tobacco,8150
Uttar Pradesh,Tomato,2950
Uttar Pradesh,Wheat,1860
Uttar Pradesh,Maize,1850
Uttar Pradesh,Potato,450
Uttar Pradesh,Maize,1740
Uttar Pradesh,Potato,305
Uttar Pradesh,Apple,8920
Uttar Pradesh,Arhar Dal(Tur Dal),8200
Uttar Pradesh,Banana,2260
Uttar Pradesh,Bengal Gram(Gram)(Whole),4900
Uttar Pradesh,Bhindi(Ladies Finger),1370
Uttar Pradesh,Bitter gourd,1450
Uttar Pradesh,Black Gram Dal (Urd Dal),6390
Uttar Pradesh,Bottle gourd,850
Uttar Pradesh,Brinjal,1760
Uttar Pradesh,Garlic,6270
Uttar Pradesh,Ginger(Green),7680
Uttar Pradesh,Green Chilli,3420
Uttar Pradesh,Green Gram Dal (Moong Dal),6690
Uttar Pradesh,Gur(Jaggery),3500
Uttar Pradesh,Masur Dal,5200
Uttar Pradesh,Mousambi(Sweet Lime),3380
Uttar Pradesh,Mustard,3870
Uttar Pradesh,Mustard Oil,9070
Uttar Pradesh,Onion,1480
Uttar Pradesh,Papaya,2540
Uttar Pradesh,Potato,870
Uttar Pradesh,Pumpkin,1240
Uttar Pradesh,Raddish,1250
Uttar Pradesh,Rice,2370
Uttar Pradesh,Tomato,3100
Uttar Pradesh,Wheat,1845
Uttar Pradesh,Apple,9300
Uttar Pradesh,Arhar Dal(Tur Dal),8320
Uttar Pradesh,Banana,2260
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5470
Uttar Pradesh,Bengal Gram(Gram)(Whole),4620
Uttar Pradesh,Bhindi(Ladies Finger),1750
Uttar Pradesh,Black Gram Dal (Urd Dal),6410
Uttar Pradesh,Bottle gourd,650
Uttar Pradesh,Brinjal,1750
Uttar Pradesh,Colacasia,1880
Uttar Pradesh,Garlic,6380
Uttar Pradesh,Ginger(Green),8250
Uttar Pradesh,Green Chilli,4000
Uttar Pradesh,Green Gram Dal (Moong Dal),6550
Uttar Pradesh,Gur(Jaggery),3820
Uttar Pradesh,Jack Fruit,550
Uttar Pradesh,Mango,3600
Uttar Pradesh,Mustard,3810
Uttar Pradesh,Mustard Oil,9080
Uttar Pradesh,Onion,1500
Uttar Pradesh,Pointed gourd (Parval),3860
Uttar Pradesh,Potato,810
Uttar Pradesh,Pumpkin,1400
Uttar Pradesh,Rice,2350
Uttar Pradesh,Tomato,4000
Uttar Pradesh,Wheat,1845
Uttar Pradesh,Wheat,1740
Uttar Pradesh,Wheat,1750
Uttar Pradesh,Apple,8100
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1755
Uttar Pradesh,Banana,2250
Uttar Pradesh,Bhindi(Ladies Finger),1170
Uttar Pradesh,Bottle gourd,750
Uttar Pradesh,Brinjal,1300
Uttar Pradesh,Colacasia,1620
Uttar Pradesh,Cucumbar(Kheera),1280
Uttar Pradesh,Ginger(Green),7100
Uttar Pradesh,Green Chilli,2650
Uttar Pradesh,Gur(Jaggery),3360
Uttar Pradesh,Maize,1960
Uttar Pradesh,Mousambi(Sweet Lime),2410
Uttar Pradesh,Onion,1330
Uttar Pradesh,Pomegranate,5750
Uttar Pradesh,Potato,720
Uttar Pradesh,Pumpkin,740
Uttar Pradesh,Raddish,1300
Uttar Pradesh,Rice,2710
Uttar Pradesh,Spinach,980
Uttar Pradesh,Sponge gourd,1100
Uttar Pradesh,Tomato,2500
Uttar Pradesh,Apple,8080
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1800
Uttar Pradesh,Banana,2460
Uttar Pradesh,Bhindi(Ladies Finger),1450
Uttar Pradesh,Bottle gourd,960
Uttar Pradesh,Brinjal,1540
Uttar Pradesh,Cabbage,1220
Uttar Pradesh,Capsicum,2780
Uttar Pradesh,Cauliflower,2920
Uttar Pradesh,Coriander(Leaves),4650
Uttar Pradesh,Cucumbar(Kheera),1350
Uttar Pradesh,Ginger(Green),8800
Uttar Pradesh,Green Chilli,2850
Uttar Pradesh,Gur(Jaggery),3210
Uttar Pradesh,Jack Fruit,1450
Uttar Pradesh,Lemon,5050
Uttar Pradesh,Mustard,3520
Uttar Pradesh,Onion,1425
Uttar Pradesh,Papaya,3280
Uttar Pradesh,Potato,850
Uttar Pradesh,Pumpkin,870
Uttar Pradesh,Raddish,1170
Uttar Pradesh,Rice,2555
Uttar Pradesh,Spinach,1070
Uttar Pradesh,Tomato,2940
Uttar Pradesh,Wheat,1855
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1950
Uttar Pradesh,Bottle gourd,800
Uttar Pradesh,Colacasia,1400
Uttar Pradesh,Onion,2200
Uttar Pradesh,Paddy(Dhan)(Basmati),3000
Uttar Pradesh,Potato,700
Uttar Pradesh,Pumpkin,700
Uttar Pradesh,Tomato,2800
Uttar Pradesh,Wheat,1900
Uttar Pradesh,Bhindi(Ladies Finger),1000
Uttar Pradesh,Bottle gourd,750
Uttar Pradesh,Brinjal,700
Uttar Pradesh,Green Chilli,1200
Uttar Pradesh,Pumpkin,500
Uttar Pradesh,Sponge gourd,800
Uttar Pradesh,Tomato,1300
Uttar Pradesh,Apple,6900
Uttar Pradesh,Arhar (Tur/Red Gram)(Whole),8200
Uttar Pradesh,Arhar Dal(Tur Dal),8200
Uttar Pradesh,Banana - Green,2200
Uttar Pradesh,Bengal Gram(Gram)(Whole),5250
Uttar Pradesh,Black Gram (Urd Beans)(Whole),5600
Uttar Pradesh,Black Gram Dal (Urd Dal),6200
Uttar Pradesh,Bottle gourd,750
Uttar Pradesh,Brinjal,1220
Uttar Pradesh,Cucumbar(Kheera),980
Uttar Pradesh,Green Chilli,2275
Uttar Pradesh,Gur(Jaggery),3200
Uttar Pradesh,Mustard,4200
Uttar Pradesh,Mustard Oil,9100
Uttar Pradesh,Onion,1675
Uttar Pradesh,Papaya,1960
Uttar Pradesh,Pomegranate,4450
Uttar Pradesh,Potato,1025
Uttar Pradesh,Pumpkin,840
Uttar Pradesh,Rice,2930
Uttar Pradesh,Tomato,1950
Uttar Pradesh,Water Melon,500
Uttar Pradesh,Wheat,1900
Uttar Pradesh,Apple,7750
Uttar Pradesh,Arhar Dal(Tur Dal),8090
Uttar Pradesh,Barley (Jau),1740
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5620
Uttar Pradesh,Bengal Gram(Gram)(Whole),4960
Uttar Pradesh,Bhindi(Ladies Finger),1600
Uttar Pradesh,Bitter gourd,1600
Uttar Pradesh,Black Gram Dal (Urd Dal),6720
Uttar Pradesh,Bottle gourd,1150
Uttar Pradesh,Brinjal,1720
Uttar Pradesh,Ginger(Green),7500
Uttar Pradesh,Green Chilli,3520
Uttar Pradesh,Gur(Jaggery),3620
Uttar Pradesh,Lentil (Masur)(Whole),4580
Uttar Pradesh,Masur Dal,5380
Uttar Pradesh,Mousambi(Sweet Lime),3720
Uttar Pradesh,Mustard,4240
Uttar Pradesh,Mustard Oil,9870
Uttar Pradesh,Onion,1320
Uttar Pradesh,Pointed gourd (Parval),2000
Uttar Pradesh,Potato,970
Uttar Pradesh,Pumpkin,820
Uttar Pradesh,Raddish,1200
Uttar Pradesh,Rice,3180
Uttar Pradesh,Rice,2300
Uttar Pradesh,Tomato,2600
Uttar Pradesh,Wheat,1860
Uttar Pradesh,White Peas,4850
Uttar Pradesh,Bhindi(Ladies Finger),1600
Uttar Pradesh,Bottle gourd,1140
Uttar Pradesh,Brinjal,1720
Uttar Pradesh,Green Chilli,3520
Uttar Pradesh,Onion,1300
Uttar Pradesh,Potato,970
Uttar Pradesh,Pumpkin,820
Uttar Pradesh,Rice,3180
Uttar Pradesh,Tomato,2600
Uttar Pradesh,Wheat,1860
Uttar Pradesh,Apple,8850
Uttar Pradesh,Arhar Dal(Tur Dal),8150
Uttar Pradesh,Banana - Green,1100
Uttar Pradesh,Bengal Gram(Gram)(Whole),5160
Uttar Pradesh,Bottle gourd,1360
Uttar Pradesh,Brinjal,1800
Uttar Pradesh,Green Chilli,3950
Uttar Pradesh,Gur(Jaggery),3550
Uttar Pradesh,Lemon,4200
Uttar Pradesh,Lentil (Masur)(Whole),5260
Uttar Pradesh,Maize,1830
Uttar Pradesh,Mousambi(Sweet Lime),3080
Uttar Pradesh,Mustard,3650
Uttar Pradesh,Onion,1550
Uttar Pradesh,Paddy(Dhan)(Common),1645
Uttar Pradesh,Pomegranate,5350
Uttar Pradesh,Potato,825
Uttar Pradesh,Rice,2450
Uttar Pradesh,Tomato,2750
Uttar Pradesh,Wheat,1850
Uttar Pradesh,White Peas,5165
Uttar Pradesh,Wheat,1780
Uttar Pradesh,Apple,5000
Uttar Pradesh,Banana - Green,900
Uttar Pradesh,Maize,1600
Uttar Pradesh,Onion,1250
Uttar Pradesh,Rice,2000
Uttar Pradesh,Arhar Dal(Tur Dal),7870
Uttar Pradesh,Banana - Green,1520
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5720
Uttar Pradesh,Bengal Gram(Gram)(Whole),5060
Uttar Pradesh,Garlic,5100
Uttar Pradesh,Ginger(Green),7680
Uttar Pradesh,Green Chilli,3650
Uttar Pradesh,Gur(Jaggery),3310
Uttar Pradesh,Onion,1565
Uttar Pradesh,Paddy(Dhan)(Common),1650
Uttar Pradesh,Potato,1060
Uttar Pradesh,Pumpkin,870
Uttar Pradesh,Rice,2425
Uttar Pradesh,Tomato,2075
Uttar Pradesh,Wheat,1840
Uttar Pradesh,Arhar Dal(Tur Dal),7900
Uttar Pradesh,Banana - Green,1580
Uttar Pradesh,Barley (Jau),1775
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5730
Uttar Pradesh,Bengal Gram(Gram)(Whole),5025
Uttar Pradesh,Bhindi(Ladies Finger),1850
Uttar Pradesh,Bitter gourd,1800
Uttar Pradesh,Bottle gourd,1800
Uttar Pradesh,Brinjal,1650
Uttar Pradesh,Cauliflower,2400
Uttar Pradesh,Cucumbar(Kheera),1400
Uttar Pradesh,Ginger(Green),7930
Uttar Pradesh,Green Chilli,3680
Uttar Pradesh,Gur(Jaggery),3320
Uttar Pradesh,Jack Fruit,1300
Uttar Pradesh,Lemon,4845
Uttar Pradesh,Mango,3060
Uttar Pradesh,Mousambi(Sweet Lime),3200
Uttar Pradesh,Paddy(Dhan)(Common),1670
Uttar Pradesh,Pointed gourd (Parval),2550
Uttar Pradesh,Pomegranate,6100
Uttar Pradesh,Rice,2435
Uttar Pradesh,Ridgeguard(Tori),1800
Uttar Pradesh,Tomato,2050
Uttar Pradesh,Wheat,1840
Uttar Pradesh,Arhar Dal(Tur Dal),7200
Uttar Pradesh,Banana - Green,900
Uttar Pradesh,Barley (Jau),1400
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5450
Uttar Pradesh,Bengal Gram(Gram)(Whole),4650
Uttar Pradesh,Garlic,2800
Uttar Pradesh,Green Chilli,3600
Uttar Pradesh,Gur(Jaggery),3200
Uttar Pradesh,Onion,1200
Uttar Pradesh,Paddy(Dhan)(Common),1350
Uttar Pradesh,Potato,1000
Uttar Pradesh,Rice,2160
Uttar Pradesh,Tomato,2200
Uttar Pradesh,Wheat,1840
Uttar Pradesh,Bottle gourd,700
Uttar Pradesh,Brinjal,1000
Uttar Pradesh,Lentil (Masur)(Whole),4000
Uttar Pradesh,Mustard,3500
Uttar Pradesh,Onion,1200
Uttar Pradesh,Potato,900
Uttar Pradesh,Pumpkin,800
Uttar Pradesh,Tomato,1500
Uttar Pradesh,Wheat,1800
Uttar Pradesh,White Peas,4400
Uttar Pradesh,Wheat,1800
Uttar Pradesh,Banana,2020
Uttar Pradesh,Bengal Gram(Gram)(Whole),4050
Uttar Pradesh,Bhindi(Ladies Finger),1210
Uttar Pradesh,Bottle gourd,1200
Uttar Pradesh,Brinjal,1400
Uttar Pradesh,Green Chilli,3550
Uttar Pradesh,Gur(Jaggery),3220
Uttar Pradesh,Linseed,4850
Uttar Pradesh,Mustard,3515
Uttar Pradesh,Onion,1210
Uttar Pradesh,Potato,970
Uttar Pradesh,Rice,2350
Uttar Pradesh,Tomato,2260
Uttar Pradesh,Wheat,1840
Uttar Pradesh,White Peas,4700
Uttar Pradesh,Arhar (Tur/Red Gram)(Whole),5060
Uttar Pradesh,Arhar Dal(Tur Dal),7260
Uttar Pradesh,Barley (Jau),1660
Uttar Pradesh,Bengal Gram(Gram)(Whole),4050
Uttar Pradesh,Black Gram Dal (Urd Dal),5950
Uttar Pradesh,Gur(Jaggery),3210
Uttar Pradesh,Lentil (Masur)(Whole),4020
Uttar Pradesh,Mustard,3460
Uttar Pradesh,Mustard Oil,8850
Uttar Pradesh,Onion,1260
Uttar Pradesh,Potato,980
Uttar Pradesh,Rice,2350
Uttar Pradesh,"Sesamum(Sesame,Gingelly,Til)",9900
Uttar Pradesh,Tomato,2210
Uttar Pradesh,Wheat,1870
Uttar Pradesh,White Peas,4550
Uttar Pradesh,Apple,7840
Uttar Pradesh,Banana,1330
Uttar Pradesh,Bengal Gram(Gram)(Whole),4850
Uttar Pradesh,Bitter gourd,1850
Uttar Pradesh,Black Gram (Urd Beans)(Whole),5150
Uttar Pradesh,Brinjal,1620
Uttar Pradesh,Cabbage,2220
Uttar Pradesh,Cauliflower,2710
Uttar Pradesh,Ginger(Green),3750
Uttar Pradesh,Green Chilli,3750
Uttar Pradesh,Gur(Jaggery),3140
Uttar Pradesh,Lemon,5430
Uttar Pradesh,Maize,1990
Uttar Pradesh,Mustard,3450
Uttar Pradesh,Mustard Oil,9300
Uttar Pradesh,Onion,1400
Uttar Pradesh,Paddy(Dhan)(Common),1650
Uttar Pradesh,Potato,960
Uttar Pradesh,Pumpkin,1710
Uttar Pradesh,Raddish,1730
Uttar Pradesh,Rice,2510
Uttar Pradesh,Tomato,2610
Uttar Pradesh,Wheat,1905
Uttar Pradesh,Apple,9250
Uttar Pradesh,Bengal Gram(Gram)(Whole),4920
Uttar Pradesh,Brinjal,1270
Uttar Pradesh,Groundnut,4920
Uttar Pradesh,Gur(Jaggery),2630
Uttar Pradesh,Lentil (Masur)(Whole),4650
Uttar Pradesh,Linseed,9750
Uttar Pradesh,Maize,1950
Uttar Pradesh,Mustard,3550
Uttar Pradesh,Onion,1060
Uttar Pradesh,Paddy(Dhan)(Common),1650
Uttar Pradesh,Potato,840
Uttar Pradesh,Pumpkin,1205
Uttar Pradesh,Rice,2300
Uttar Pradesh,Tomato,2950
Uttar Pradesh,Wheat,1900
Uttar Pradesh,Arhar (Tur/Red Gram)(Whole),4425
Uttar Pradesh,Arhar Dal(Tur Dal),7900
Uttar Pradesh,Bajra(Pearl Millet/Cumbu),1640
Uttar Pradesh,Banana,2100
Uttar Pradesh,Bhindi(Ladies Finger),1200
Uttar Pradesh,Black Gram Dal (Urd Dal),7800
Uttar Pradesh,Bottle gourd,500
Uttar Pradesh,Brinjal,1350
Uttar Pradesh,Cauliflower,2700
Uttar Pradesh,Colacasia,1400
Uttar Pradesh,Ginger(Green),8600
Uttar Pradesh,Green Chilli,3500
Uttar Pradesh,Green Gram Dal (Moong Dal),7900
Uttar Pradesh,Gur(Jaggery),3100
Uttar Pradesh,Lemon,5000
Uttar Pradesh,Lentil (Masur)(Whole),4395
Uttar Pradesh,Maize,1950
Uttar Pradesh,Mango,3400
Uttar Pradesh,Masur Dal,6100
Uttar Pradesh,Mustard Oil,8400
Uttar Pradesh,Onion,1300
Uttar Pradesh,Pomegranate,4150
Uttar Pradesh,Potato,700
Uttar Pradesh,Pumpkin,700
Uttar Pradesh,Raddish,1300
Uttar Pradesh,Ridgeguard(Tori),700
Uttar Pradesh,Tomato,3300
Uttar Pradesh,Wheat,1850
Uttar Pradesh,Onion,1250
Uttar Pradesh,Potato,550
Uttar Pradesh,Tomato,1250
Uttar Pradesh,Wheat,1880
Uttar Pradesh,Apple,7500
Uttar Pradesh,Banana,1900
Uttar Pradesh,Barley (Jau),1740
Uttar Pradesh,Bhindi(Ladies Finger),1100
Uttar Pradesh,Bitter gourd,1200
Uttar Pradesh,Bottle gourd,1100
Uttar Pradesh,Brinjal,1000
Uttar Pradesh,Cabbage,1300
Uttar Pradesh,Cucumbar(Kheera),1100
Uttar Pradesh,Garlic,3500
Uttar Pradesh,Ginger(Green),4800
Uttar Pradesh,Green Chilli,3250
Uttar Pradesh,Jack Fruit,1300
Uttar Pradesh,Lemon,3400
Uttar Pradesh,Lentil (Masur)(Whole),3971
Uttar Pradesh,Mango (Raw-Ripe),1650
Uttar Pradesh,Mustard,3460
Uttar Pradesh,Onion,970
Uttar Pradesh,Papaya,1800
Uttar Pradesh,Pomegranate,4500
Uttar Pradesh,Potato,900
Uttar Pradesh,Pumpkin,800
Uttar Pradesh,Raddish,1100
Uttar Pradesh,Tomato,2150
Uttar Pradesh,Wheat,1871
Uttar Pradesh,White Peas,4871
Uttar Pradesh,Wheat,1760
Uttar Pradesh,Wheat,1840
Uttar Pradesh,Peas(Dry),4100
Uttar Pradesh,Apple,7300
Uttar Pradesh,Banana,1850
Uttar Pradesh,Barley (Jau),1750
Uttar Pradesh,Bengal Gram(Gram)(Whole),4015
Uttar Pradesh,Bhindi(Ladies Finger),1650
Uttar Pradesh,Bottle gourd,1050
Uttar Pradesh,Brinjal,850
Uttar Pradesh,Cabbage,650
Uttar Pradesh,Garlic,3150
Uttar Pradesh,Ginger(Green),3950
Uttar Pradesh,Green Chilli,2950
Uttar Pradesh,Lentil (Masur)(Whole),3930
Uttar Pradesh,Lime,2450
Uttar Pradesh,Mustard,3450
Uttar Pradesh,Papaya,1950
Uttar Pradesh,Peas(Dry),4850
Uttar Pradesh,Potato,820
Uttar Pradesh,Wheat,1850
Uttar Pradesh,Apple,8200
Uttar Pradesh,Bengal Gram Dal (Chana Dal),5370
Uttar Pradesh,Bengal Gram(Gram)(Whole),4930
Uttar Pradesh,Black Gram Dal (Urd Dal),6600
Uttar Pradesh,Bottle gourd,1450
Uttar Pradesh,Brinjal,1635
Uttar Pradesh,Cucumbar(Kheera),1500
Uttar Pradesh,Garlic,5650
Uttar Pradesh,Green Chilli,3150
Uttar Pradesh,Mango,3350
Uttar Pradesh,Onion,1600
Uttar Pradesh,Peas(Dry),5010
Uttar Pradesh,Pointed gourd (Parval),2100
Uttar Pradesh,Potato,940
Uttar Pradesh,Pumpkin,1330
Uttar Pradesh,Raddish,1150
Uttar Pradesh,Rice,2360
Uttar Pradesh,Tomato,2240
Uttar Pradesh,Wheat,1860
Uttar Pradesh,Apple,8700
Uttar Pradesh,Bhindi(Ladies Finger),1810
Uttar Pradesh,Bitter gourd,1850
Uttar Pradesh,Bottle gourd,1430
Uttar Pradesh,Brinjal,1620
Uttar Pradesh,Cucumbar(Kheera),1700
Uttar Pradesh,Garlic,5450
Uttar Pradesh,Ginger(Green),8000
Uttar Pradesh,Green Chilli,3050
Uttar Pradesh,Mousambi(Sweet Lime),3840
Uttar Pradesh,Onion,1550
Uttar Pradesh,Pointed gourd (Parval),2000
Uttar Pradesh,Pomegranate,4900
Uttar Pradesh,Potato,920
Uttar Pradesh,Pumpkin,1320
Uttar Pradesh,Raddish,850
Uttar Pradesh,Ridgeguard(Tori),1280
Uttar Pradesh,Tomato,2280
Uttar Pradesh,Colacasia,2145
Uttar Pradesh,Ginger(Green),3260
Uttar Pradesh,Bengal Gram(Gram)(Whole),4125
Uttar Pradesh,Black Gram (Urd Beans)(Whole),3950
Uttar Pradesh,Lentil (Masur)(Whole),3750
Uttar Pradesh,Peas(Dry),4765
Uttar Pradesh,Wheat,1810
Uttar Pradesh,Bengal Gram(Gram)(Whole),4350
Uttar Pradesh,Gur(Jaggery),2710
Uttar Pradesh,Lentil (Masur)(Whole),4000
Uttar Pradesh,Mustard,3200
Uttar Pradesh,Mustard Oil,8310
Uttar Pradesh,Onion,900
Uttar Pradesh,Peas(Dry),4400
Uttar Pradesh,Potato,900
Uttar Pradesh,Rice,2500
Uttar Pradesh,Wheat,1810
Uttar Pradesh,Apple,6900
Uttar Pradesh,Banana,2085
Uttar Pradesh,Banana - Green,1510
Uttar Pradesh,Barley (Jau),1660
Uttar Pradesh,Bengal Gram(Gram)(Whole),4460
Uttar Pradesh,Bhindi(Ladies Finger),1300
Uttar Pradesh,Bitter gourd,1550
Uttar Pradesh,Black Gram (Urd Beans)(Whole),2380
Uttar Pradesh,Bottle gourd,1130
Uttar Pradesh,Brinjal,1150
Uttar Pradesh,Cabbage,1100
Uttar Pradesh,Dry Fodder,350
Uttar Pradesh,Fish,6650
Uttar Pradesh,Garlic,3500
Uttar Pradesh,Green Chilli,3350
Uttar Pradesh,Groundnut,3420
Uttar Pradesh,Gur(Jaggery),2670
Uttar Pradesh,Lemon,2800
Uttar Pradesh,Lentil (Masur)(Whole),3830
Uttar Pradesh,Mustard,3490
Uttar Pradesh,Onion,1000
Uttar Pradesh,Orange,2785
Uttar Pradesh,Papaya,1110
Uttar Pradesh,Pomegranate,2685
Uttar Pradesh,Potato,950
Uttar Pradesh,Pumpkin,1100
Uttar Pradesh,Raddish,1000
Uttar Pradesh,Rice,2380
Uttar Pradesh,Tomato,2150
Uttar Pradesh,Wheat,1800
Uttar Pradesh,White Peas,4280
Uttar Pradesh,Apple,6700
Uttar Pradesh,Banana,1950
Uttar Pradesh,Barley (Jau),1650
Uttar Pradesh,Bengal Gram(Gram)(Whole),4100
Uttar Pradesh,Black Gram (Urd Beans)(Whole),3750
Uttar Pradesh,Gur(Jaggery),2850
Uttar Pradesh,Lentil (Masur)(Whole),3950
Uttar Pradesh,Mustard,3415
Uttar Pradesh,Mustard Oil,8750
Uttar Pradesh,Onion,865
Uttar Pradesh,Peas(Dry),4650
Uttar Pradesh,Potato,850
Uttar Pradesh,Tomato,1650
Uttar Pradesh,Wheat,1840
Uttar Pradesh,Bengal Gram(Gram)(Whole),4150
Uttar Pradesh,Bottle gourd,975
Uttar Pradesh,Onion,970
Uttar Pradesh,Potato,808
Uttar Pradesh,Pumpkin,950
Uttar Pradesh,Ridgeguard(Tori),870
Uttar Pradesh,Tomato,2085
Uttar Pradesh,White Peas,4750
